model_name,release_year,theme,subtheme,total_pieces,total_mini_figures,availability
Flash Speeder,2000,Star Wars,Episode I,106,1,Retail
A-wing Fighter,2000,Star Wars,Episode IV-VI,125,2,Retail
Slave I,2000,Star Wars,Episode IV-VI,166,1,Retail
Trade Federation AAT,2000,Star Wars,Episode I,158,2,Retail
Star Wars Bucket,2000,Star Wars,Episode I,292,3,Retail
B-wing at Rebel Control Center,2000,Star Wars,Episode IV-VI,338,3,Retail
TIE Interceptor,2000,Star Wars,Ultimate Collector Series,703,NA,Not specified
Trade Federation MTT,2000,Star Wars,Episode I,470,7,Retail
Millennium Falcon,2000,Star Wars,Episode IV-VI,663,6,Retail
X-wing Fighter,2000,Star Wars,Ultimate Collector Series,1300,1,Retail - limited
Pit Droid,2000,Star Wars,Technic,223,NA,Retail
Battle Droid,2000,Star Wars,Technic,363,NA,Retail
Destroyer Droid,2000,Star Wars,Technic,558,NA,Retail
Bike Burner,2000,Technic,Speed Slammers,60,NA,Retail
Formula Force,2000,Technic,Speed Slammers,115,NA,Retail
Dueling Dragsters,2000,Technic,Speed Slammers,202,NA,Retail
4WD X-Track,2000,Technic,,449,NA,Retail
LEGO Technic Guys,2000,Technic,,5,2,Retail
Duel Bikes,2000,Technic,Competition,192,2,Retail
Stunt Race,2000,Technic,Competition,392,1,Retail
Power Puller,2000,Technic,,979,1,Retail
Silver Champion,2000,Technic,,1431,NA,Retail
Swamp,2000,Technic,Robo Riders,45,NA,Retail
Lava,2000,Technic,Robo Riders,35,NA,Retail
Frost,2000,Technic,Robo Riders,44,NA,Retail
Onyx,2000,Technic,Robo Riders,37,NA,Retail
Dust,2000,Technic,Robo Riders,46,NA,Retail
Power,2000,Technic,Robo Riders,32,NA,Retail
RoboRider Wheels,2000,Technic,Robo Riders,4,NA,Retail
Flare,2000,Technic,Slizer,44,NA,Retail
Spark,2000,Technic,Slizer,35,NA,Retail
Blaster,2000,Technic,Slizer,88,NA,Retail
Mosaic Tiles,2000,Education,,258,NA,Not specified
Cities & Transportation,2000,Education,,388,NA,Not specified
Vision Command,2000,Mindstorms,1.5,138,NA,Retail
Exploration Mars,2000,Mindstorms,1.5,155,NA,Retail
Dark Side Development Kit,2000,Mindstorms,Star Wars,578,NA,Retail
DCP Sensor Connector Cable,2000,Education,Mindstorms,1,NA,Not specified
"1x4x6 Red Door and Frames, Transparent Green Panes",2000,Bulk Bricks,,10,NA,LEGO exclusive
"2 x 4 Ridge Roof Tiles, Low Sloped Red",2000,Bulk Bricks,,25,NA,LEGO exclusive
Stunt Flyer,1999,Town,Extreme Team,20,1,Retail - limited
Super Sub,1999,Aquazone,Hydronauts,24,1,Retail - limited
Res-Q Runner,1999,Town,Res-Q,18,1,Retail - limited
Ninja Blaster,1999,Castle,Ninja,24,1,Not specified
Santa on Skis,1999,Seasonal,Christmas,21,NA,Not specified
Santa on Reindeer,1999,Seasonal,Christmas,34,NA,Not specified
Raft,1999,Castle,Ninja,25,1,Promotional
Glider,1999,Castle,Ninja,23,1,Promotional
Stack N' Learn Gift Box,1999,Primo,,38,2,Not specified
Water Park Tub ,1999,Duplo,,44,2,Not specified
Birthday Table Set,1999,Classic,,400,NA,Not specified
Helicopter,1999,Town,City,26,1,Promotional
Patrol Car,1999,Town,City,32,1,Promotional
Fire Boat,1999,Town,City,24,1,Promotional
Tri-motorbike,1999,Town,City,14,1,Promotional
Dragster,1999,Town,City,25,1,Promotional
Go-Cart,1999,Town,City,26,1,Promotional
Shell Tanker,1999,Town,Shell,107,1,Promotional
Shell Race Car Transporter,1999,Town,Shell,102,1,Promotional
Shell Convenience Store,1999,Town,Shell,159,3,Promotional
Shell Car Wash,1999,Town,Shell,137,2,Promotional
Shell Service Station,1999,Town,Shell,144,2,Promotional
Moon Buggy,1999,Town,Space Port,25,1,Retail - limited
Bike Blaster,1999,Technic,,28,NA,Retail - limited
White Ninja,1999,Castle,Ninja,23,1,Not specified
Jungle Surprise,1999,Adventurers,Jungle,33,1,Unknown
{Aeroplane},1999,Classic,,15,NA,Promotional
{Racer},1999,Classic,,15,NA,Promotional
{Boat},1999,Classic,,12,NA,Promotional
{Car},1999,Classic,,17,NA,Promotional
{Aeroplane},1999,Classic,,13,NA,Promotional
{Boat},1999,Classic,,15,NA,Promotional
{Aeroplane},1999,Classic,,14,NA,Promotional
Circus Catapult,1999,Primo,,6,1,Not specified
Busy Builder Starter Set,1999,Primo,,7,NA,Not specified
Scoop 'n' Squirt Fun Pack,1999,Primo,,7,2,Not specified
Turtle Wagon,1999,Primo,,29,1,Not specified
Perky Paddler,1999,Primo,,3,1,Not specified
Clown Go Round,1999,Duplo,,14,NA,Not specified
Red Tiger,1999,Town,Special,141,3,Promotional (Airline)
Dinosaur Babies,1999,Duplo,,17,2,Not specified
Building Team,1999,Duplo,,38,3,Not specified
Brick Mixer,1999,Duplo,,68,1,Not specified
The Strawberries,1999,Duplo,Little Forest Friends,10,2,Not specified
The Toadstools,1999,Duplo,Little Forest Friends,11,2,Not specified
The Bluebells,1999,Duplo,Little Forest Friends,10,2,Not specified
Pooh and his Honeypot,1999,Duplo,Winnie the Pooh,7,1,Not specified
Pooh's Birthday,1999,Duplo,Winnie the Pooh,7,2,Not specified
Pooh and Tigger Play Hide and Seek,1999,Duplo,Winnie the Pooh,12,2,Not specified
Pooh and Piglet go Honey-Hunting,1999,Duplo,Winnie the Pooh,20,2,Not specified
Tigger's Slippery Slide,1999,Duplo,Winnie the Pooh,17,2,Not specified
Welcome to the Hundred Acre Wood,1999,Duplo,Winnie the Pooh,32,4,Not specified
Large Bucket,1999,Duplo,,70,1,Retail
Shanghai Surprise,1999,Castle,Ninja,104,3,Retail
Blaze Attack,1999,Castle,Ninja,145,2,Retail
Ninja Fire Fortress,1999,Castle,Ninja,169,3,Retail
Emperor's Stronghold,1999,Castle,Ninja,331,4,Retail
Marie in Happy Flowers,1999,Scala,,9,1,Not specified
Camping Trip,1999,Scala,,60,1,Not specified
Horse Stable,1999,Scala,,35,NA,Not specified
McDonalds Restaurant,1999,Town,Special,98,2,LEGO exclusive
Robotics Invention System Upgrade Kit,1999,Mindstorms,1,70,NA,Retail - limited
"Basic Building Set, 3+",1999,Basic,,264,NA,Not specified
"Basic Building Set, 3+",1999,Basic,,509,NA,Not specified
Trial Classic Bag 3+,1999,Classic,,25,NA,Not specified
Trial Classic Bag 5+,1999,Classic,,37,NA,Not specified
Trial Size Box 3+,1999,Classic,,53,NA,Not specified
Trial Size Box 5+,1999,Classic,,121,1,Not specified
Classic Bucket,1999,Classic,,400,2,Not specified
Big Box Playscape,1999,Classic,,762,2,Not specified
Value Pack,1999,Classic,,806,NA,Not specified
Rail Crossing,1999,Trains,9 V,1,NA,Retail
Train Track Snow Remover,1999,Trains,9 V,58,1,Retail - limited
Rail and Road Service Truck,1999,Trains,9 V,122,2,Retail - limited
Train Wash,1999,Trains,9 V,185,2,Retail - limited
Train Station,1999,Trains,9 V,236,7,Retail - limited
Freight Loading Station,1999,Trains,9 V,215,2,Retail - limited
Railway Express,1999,Trains,9 V,665,9,Retail
Ninja Knights,1999,Castle,Ninja,31,5,Retail
The Hover Scout,1999,Rock Raiders,,40,1,Retail
The Rapid Rider,1999,Rock Raiders,,39,1,Retail
The Rock Raiders,1999,Rock Raiders,,46,5,Retail
The Granite Grinder,1999,Rock Raiders,,109,1,Retail
The Loader-Dozer,1999,Rock Raiders,,90,1,Retail
The Chrome Crusher,1999,Rock Raiders,,168,1,Retail
The Tunnel Transport,1999,Rock Raiders,,351,2,Retail
The Rock Raiders HQ,1999,Rock Raiders,,406,4,Retail
Technic Alloy Wheels (and Tyres),1999,Service Packs,Technic,4,NA,LEGO exclusive
Technic Competition Accessories,1999,Service Packs,Technic,11,NA,LEGO exclusive
Technic Wheels and Rubber Bands,1999,Service Packs,Technic,14,NA,LEGO exclusive
Green Bricks Assorted,1999,Service Packs,,62,NA,LEGO exclusive
Black Roof Bricks Assorted,1999,Service Packs,,57,NA,LEGO exclusive
Black Plates Assorted,1999,Service Packs,,42,NA,LEGO exclusive
Town / Space Accessories,1999,Service Packs,,17,NA,LEGO exclusive
Town / Res-Q Equipment,1999,Service Packs,Town,31,NA,LEGO exclusive
Connectors,1999,Service Packs,,60,NA,LEGO exclusive
Transparent Accessories,1999,Service Packs,,62,NA,LEGO exclusive
Head Wear,1999,Service Packs,,23,NA,LEGO exclusive
Decorated Elements,1999,Service Packs,,19,NA,LEGO exclusive
"Small Plates Assorted, White",1999,Service Packs,,66,NA,LEGO exclusive
Large White Plates Assorted,1999,Service Packs,,10,NA,LEGO exclusive
LEGO Scala,1999,Service Packs,Scala,15,NA,LEGO exclusive
Red Fury,1999,Model Team,,393,NA,Retail
Racing Truck,1999,Model Team,,788,NA,Retail
Millimy the Fairy,1999,Belville,Fairy-Tale,16,1,Not specified
Princess Rosaline,1999,Belville,Fairy-Tale,8,1,Not specified
Witch's Cottage,1999,Belville,Fairy-Tale,38,1,Not specified
Princess Rosaline's Room,1999,Belville,Fairy-Tale,70,2,Not specified
The Royal Stable,1999,Belville,Fairy-Tale,64,3,Not specified
The Enchanted Palace,1999,Belville,Fairy-Tale,210,4,Not specified
Prince Justin,1999,Belville,Fairy-Tale,5,1,Not specified
King,1999,Belville,Fairy-Tale,6,1,Not specified
River Raft,1999,Adventurers,Jungle,19,1,Retail
River Raft,1999,Adventurers,Jungle,19,1,Promotional
Pontoon Plane,1999,Adventurers,Jungle,72,1,Retail
Spider's Secret,1999,Adventurers,Jungle,128,3,Retail
Expedition Balloon,1999,Adventurers,Jungle,175,4,Retail
River Expedition,1999,Adventurers,Jungle,318,7,Retail
Amazon Ancient Ruins,1999,Adventurers,Jungle,458,8,Retail
TV Chopper,1999,Town,City,37,1,Retail
Road Signs,1999,Town,Accessories,43,NA,Retail
Blaze Responder,1999,Town,City,45,2,Retail
Speedway Transport,1999,Town,City,134,2,Retail
Coast Watch,1999,Town,City,90,3,Retail
Roadside Repair,1999,Town,City,210,5,Retail
Coast Guard HQ,1999,Town,City,219,6,Retail
Beach Buggy,1999,Town,City,28,1,Retail
Mini Dumper,1999,Town,City,30,1,Retail
Mini Rocket Launcher,1999,Town,Space Port,32,1,Retail
Com-Link Cruiser,1999,Town,Space Port,60,1,Retail
Countdown Corner,1999,Town,Space Port,133,1,Retail
Space Simulation Station,1999,Town,Space Port,245,3,Retail
Mission Control,1999,Town,Space Port,494,4,Retail
Astronaut Figure,1999,Town,Space Port,18,1,Retail
Satellite with Astronaut,1999,Town,Space Port,32,1,Retail
Fuel Truck,1999,Town,Space Port,112,2,Retail
Lunar Rover,1999,Town,Space Port,36,1,Retail
Super Rescue Complex,1999,Town,City,334,6,Retail
Power Pitstop,1999,Town,City,66,2,Retail - limited
Tow-n-Go Value Pack,1999,Town,City,50,2,Retail - limited
Space Port Value Pack,1999,Town,Bonus/Value Pack,130,NA,Retail - limited
Go-Kart,1999,Town,Racing,22,1,Retail - limited
Lightsaber Duel,1999,Star Wars,Episode I,52,2,Retail
Landspeeder,1999,Star Wars,Episode IV-VI,49,2,Retail
Droid Fighter,1999,Star Wars,Episode I,62,NA,Retail
Naboo Swamp,1999,Star Wars,Episode I,82,4,Retail
Speeder Bikes,1999,Star Wars,Episode IV-VI,93,3,Retail
Snowspeeder,1999,Star Wars,Episode IV-VI,215,3,Retail
Anakin's Podracer,1999,Star Wars,Episode I,136,3,Retail
X-wing Fighter,1999,Star Wars,Episode IV-VI,266,4,Retail
Naboo Fighter,1999,Star Wars,Episode I,179,4,Retail
TIE Fighter & Y-wing,1999,Star Wars,Episode IV-VI,409,3,Retail
Sith Infiltrator,1999,Star Wars,Episode I,244,1,Retail
Gungan Sub,1999,Star Wars,Episode I,379,3,Retail
Mos Espa Podrace,1999,Star Wars,Episode I,896,10,Retail
Hydro Racer,1999,Technic,,46,NA,Retail
Road Rebel,1999,Technic,,44,NA,Retail
Sonic Cycle,1999,Technic,,89,NA,Retail
Beach Buster,1999,Technic,,183,1,Retail
Fire Helicopter,1999,Technic,,210,1,Retail
Rescue Bike,1999,Technic,,202,2,Retail
Scorpion Attack,1999,Technic,Competition,85,1,Retail
Cyber Stinger,1999,Technic,Competition,345,1,Retail
Air Enforcer,1999,Technic,,309,NA,Retail
Indy Storm,1999,Technic,,446,NA,Retail
Crane Truck,1999,Technic,,582,NA,Retail
Super Street Sensation,1999,Technic,,1437,NA,Retail
Torch,1999,Technic,Slizer,33,NA,Retail
Ski,1999,Technic,Slizer,34,NA,Retail
Turbo,1999,Technic,Slizer,45,NA,Retail
Scuba,1999,Technic,Slizer,39,NA,Retail
Jet,1999,Technic,Slizer,44,NA,Retail
Amazon,1999,Technic,Slizer,36,NA,Retail
Granite,1999,Technic,Slizer,34,NA,Retail
Electro,1999,Technic,Slizer,37,NA,Retail
Supplementary Discs,1999,Technic,Slizer,5,NA,Retail
Millennium Slizer,1999,Technic,Slizer,135,NA,Retail
Brick Bulk Set,1999,Education,,144,NA,Not specified
Vehicles,1999,Duplo,Toolo,86,2,Not specified
Traffic Signs,1999,Education,,172,NA,Not specified
"Energy Work, Power Starter Set",1999,Education,,NA,NA,Not specified
RCX Programmable LEGO Brick,1999,Mindstorms,1,1,NA,Not specified
Robotics Discovery Set,1999,Mindstorms,1,390,NA,Not specified
RCX Remote Control Unit,1999,Mindstorms,1,1,NA,Not specified
Robotics Invention System,1999,Mindstorms,1.5,726,NA,Not specified
Droid Developer Kit,1999,Mindstorms,Star Wars,657,NA,Not specified
Temperature Sensor,1999,Mindstorms,1,1,NA,LEGO exclusive
Rotation Sensor,1999,Mindstorms,1,1,NA,Not specified
Touch Sensor,1999,Mindstorms,1,2,NA,Not specified
Light Sensor,1999,Mindstorms,1,1,NA,Not specified
Duplo Play Wall,1999,Education,,4,NA,Not specified
Solar Cell,1999,Education,,1,NA,Not specified
Capacitor,1999,Education,,1,NA,Not specified
Advent Calendar,1998,Classic,,216,NA,Retail - limited
Building Plates,1998,Duplo,,3,NA,Not specified
Tunnel Fun,1998,Duplo,,33,1,Not specified
Stagecoach,1998,Duplo,,8,2,Not specified
Aircraft and Ground Crew,1998,Town,Special,143,3,Promotional (Airline)
Formula 1 Racing Car,1998,Town,Racing,30,1,Promotional
Divers Jet Ski,1998,Town,Divers,23,1,Promotional
Extreme Team Raft,1998,Town,Extreme Team,24,1,Promotional
Fire-Cart,1998,Castle,Fright Knights,20,1,Promotional
Flying Machine,1998,Castle,Fright Knights,21,1,Promotional
Catapault Cart,1998,Castle,Fright Knights,28,1,Promotional
Adventurers Car,1998,Adventurers,Desert,24,1,Promotional
Adventurers Aeroplane,1998,Adventurers,Desert,21,1,Promotional
Spacecraft,1998,Space,UFO,18,1,Promotional
Motorcycle,1998,Technic,,27,NA,Promotional
Belville Swing Set,1998,Belville,,47,2,Not specified
Racing Team,1998,Duplo,,13,2,Not specified
Bungee Chopper,1998,Technic,Competition,72,NA,Retail - limited
Wild Animals,1998,Duplo,,16,NA,Not specified
Desert Expedition,1998,Adventurers,Desert,196,5,Retail - limited
Res-Q Lifeguard,1998,Town,Res-Q,70,2,Promotional
Extreme Team Racer,1998,Town,Extreme Team,84,1,Promotional
Space Spider,1998,Space,Insectoids,46,1,Promotional
Hornet Scout,1998,Space,Insectoids,73,2,Promotional
Adventurers Tomb,1998,Adventurers,Desert,81,2,Retail - limited
Ninpo Water Spider,1998,Castle,Ninja,25,1,Promotional
Ninpo Big Bat,1998,Castle,Ninja,23,1,Promotional
Limited Edition Silver Brick Bucket,1998,Basic,,601,NA,Not specified
Limited Edition Silver Brick Tub,1998,Basic,,1201,NA,Not specified
Limited Edition Silver Freestyle Bucket,1998,Freestyle,,411,NA,Not specified
Limited Edition Silver Freestyle Tub,1998,Freestyle,,836,NA,Not specified
Limited Edition Tub with Silver Brick,1998,Duplo,,141,NA,Retail - limited
Special Value Blue Tub,1998,Basic,,1200,NA,Retail
Super Challenge,1998,Technic,Competition,366,2,Retail - limited
Halloween Bucket,1998,Freestyle,,251,1,Retail - limited
Four Animal Friends,1998,Scala,,16,NA,Not specified
Kitchen,1998,Scala,,41,NA,Not specified
SCALA Flashy Pool,1998,Scala,,83,2,Not specified
Fun Fashion Boutique,1998,Scala,,116,1,Not specified
Sunshine Home,1998,Scala,,168,3,Not specified
Classic Train,1998,Trains,9 V,281,3,Retail - limited
Racing Car,1998,Basic,,17,NA,Not specified
Bird,1998,Basic,,14,NA,Not specified
Plane,1998,Basic,,18,NA,Not specified
Helicopter,1998,Basic,,17,NA,Not specified
LEGOLAND California Truck,1998,Town,Vehicles,106,1,LEGO exclusive
Promotional Set,1998,Znap,,25,NA,Not specified
Dino-Jet,1998,Znap,,80,NA,Not specified
Hover Sub,1998,Znap,,126,NA,Not specified
Blackmobile,1998,Znap,,142,NA,Not specified
Red Formula 1 with Storage,1998,Znap,,171,NA,Not specified
Rota-Beast,1998,Znap,,265,NA,Not specified
Treasure Tomb,1998,Adventurers,Desert,164,3,Retail - limited
Trial Size Bag 3+,1998,Freestyle,,30,NA,Not specified
Trial Size Bag 5+,1998,Freestyle,,37,1,Not specified
Backpack Set Blue,1998,Freestyle,,400,NA,Not specified
Technic Geared Motor,1998,Service Packs,Technic,1,NA,LEGO exclusive
Technic Assorted Cross Axles,1998,Service Packs,Technic,18,NA,LEGO exclusive
Toggle Joints and Connectors,1998,Service Packs,Technic,60,NA,LEGO exclusive
Adventure Accessories,1998,Service Packs,Adventurers,27,NA,LEGO exclusive
Aquazone Accessories,1998,Service Packs,Aquazone,19,NA,LEGO exclusive
Castle Accessories,1998,Service Packs,Castle,34,1,LEGO exclusive
Space Accessories,1998,Service Packs,Space,21,NA,LEGO exclusive
Antenna and Control Sticks,1998,Service Packs,,38,NA,LEGO exclusive
Belville Beach Accessories,1998,Service Packs,Belville,13,NA,LEGO exclusive
"Hinges, Couplings, Turntables",1998,Service Packs,,26,NA,LEGO exclusive
Diving Accessories,1998,Service Packs,Divers,37,NA,LEGO exclusive
Crane and Digger Accessories,1998,Service Packs,,14,NA,LEGO exclusive
Black Thunder,1998,Model Team,,483,NA,Retail
Radio Control Racer,1998,Racers,,298,1,Retail
Dolphin Windsurfer,1998,Belville,,16,1,Not specified
Dolphin Show,1998,Belville,,50,1,Not specified
The Belville Luxury Cruiser,1998,Belville,,223,3,Not specified
Adventurer - Johnny Thunder,1998,Adventurers,Desert,13,1,Retail
Treasure Raiders,1998,Adventurers,Desert,197,5,Retail
Scorpion Tracker,1998,Adventurers,Desert,35,1,Retail
The Valley of the Kings,1998,Adventurers,Desert,164,3,Retail - limited
Bi-Wing Baron,1998,Adventurers,Desert,70,1,Retail
Oasis Ambush,1998,Adventurers,Desert,77,3,Retail
Desert Expedition,1998,Adventurers,Desert,196,5,Retail
Mummy's Tomb,1998,Adventurers,Desert,260,4,Retail - limited
Sphinx Secret Surprise,1998,Adventurers,Desert,347,7,Retail
The Temple of Anubis,1998,Adventurers,Desert,711,10,Retail
Samurai Swordsman,1998,Castle,Ninja,13,1,Retail
Treasure Guard,1998,Castle,Fright Knights,22,1,Retail - limited
Fright Force,1998,Castle,Fright Knights,30,4,Retail
Treasure Transport,1998,Castle,Ninja,54,3,Retail
Ninja Surprise,1998,Castle,Ninja,112,3,Retail
Samurai Stronghold,1998,Castle,Ninja,198,3,Retail
Robber's Retreat,1998,Castle,Ninja,277,4,Retail
Stone Tower Bridge,1998,Castle,Ninja,409,5,Retail
Flying Ninja Fortress,1998,Castle,Ninja,694,9,Retail
Recon Ray,1998,Aquazone,Stingrays,20,1,Retail - limited
Sea Creeper,1998,Aquazone,Stingrays,79,1,Retail - limited
Solo Sub,1998,Aquazone,Hydronauts,25,1,Retail
Crab,1998,Aquazone,Stingrays,78,1,Retail
Crystal Detector,1998,Aquazone,Hydronauts,104,1,Retail
Sea Scorpion,1998,Aquazone,Stingrays,301,3,Retail
Hydro Search Sub,1998,Aquazone,Hydronauts,297,4,Retail
Stingray Stormer,1998,Aquazone,Stingrays,408,4,Retail
Hydro Crystallisation Station,1998,Aquazone,Hydronauts,482,5,Retail
Chopper Cop,1998,Town,Police,17,1,Retail
Package Pick-Up,1998,Town,Vehicles,28,1,Retail
Town Folk,1998,Town,Accessories,35,6,Retail
Turbo Champ,1998,Town,Vehicles,48,2,Retail
Helicopter Transport,1998,Town,Police,102,2,Retail
Truck Stop,1998,Town,City,137,3,Retail
Cargo Center,1998,Town,City,242,5,Retail
Command Post Central,1998,Town,Police,272,7,Retail
Mail Carrier,1998,Town,Postal,12,1,Retail
Telephone Repair,1998,Town,Maintenance,43,1,Retail
Rig Racers,1998,Town,Vehicles,101,3,Retail
Super Cycle Center,1998,Town,City,137,4,Retail
Wave Saver,1998,Town,Res-Q,18,1,Retail - limited
Road Rescue,1998,Town,Res-Q,48,1,Retail
Emergency Evac,1998,Town,Res-Q,101,1,Retail
River Response,1998,Town,Res-Q,153,3,Retail
Aerial Recovery,1998,Town,Res-Q,194,3,Retail
Res-Q Cruiser,1998,Town,Res-Q,305,3,Retail
Emergency Response Center,1998,Town,Res-Q,423,5,Retail
Speed Splash,1998,Town,Extreme Team,29,1,Retail
Drag Race Rally,1998,Town,Extreme Team,292,4,Retail
Wind Runners,1998,Town,Extreme Team,52,2,Retail
Land Jet 7,1998,Town,Extreme Team,109,2,Retail
Daredevil Flight Squad,1998,Town,Extreme Team,287,3,Retail - limited
Extreme Team Challenge,1998,Town,Extreme Team,350,4,Retail
Hang-Glider,1998,Town,Extreme Team,19,1,Retail
Radical Racer,1998,Town,Extreme Team,82,1,Retail - limited
Beta Buzzer,1998,Space,Insectoids,33,1,Retail
Cosmic Creeper,1998,Space,Insectoids,58,1,Retail
Space Plane,1998,Space,UFO,20,1,Retail - limited
Bug Blaster,1998,Space,Insectoids,25,1,Retail
Bi-Wing Blaster,1998,Space,Insectoids,114,2,Retail
Sonic Stinger,1998,Space,Insectoids,96,1,Retail
Sonic Stinger (Promotional Pack),1998,Space,Insectoids,96,1,Retail - limited
Planetary Prowler,1998,Space,Insectoids,250,2,Retail
Celestial Stinger,1998,Space,Insectoids,256,3,Retail
Arachnoid Star Base,1998,Space,Insectoids,437,4,Retail
Action Pack,1998,Town,Product Collection,93,NA,Retail - limited
Bungee Chopper,1998,Technic,Competition,72,NA,Retail
Spy Runner,1998,Technic,,98,NA,Retail
Mud Masher,1998,Technic,,127,NA,Retail
Robots Revenge,1998,Technic,Competition,222,1,Retail
Forklift,1998,Technic,,231,1,Retail
Cyber Strikers,1998,Technic,Competition,367,2,Retail
Spyder Slayer,1998,Technic,Competition,366,2,Retail
Mag Wheel Master,1998,Technic,,317,NA,Retail
Concept Car,1998,Technic,,471,NA,Retail
Tow Truck,1998,Technic,,774,NA,Retail
LEGO Soft Starter Set,1998,Dacta,,84,NA,Not specified
Building Plates,1998,Dacta,,2,NA,Not specified
Farm Animals Set,1998,Dacta,,32,2,Not specified
Push Train Set,1998,Dacta,,74,2,Not specified
Tech Machines,1998,Dacta,,117,6,Not specified
Big Bulk Set,1998,Dacta,,576,NA,Not specified
Roof Tiles,1998,Dacta,,250,NA,Not specified
Wheels and Axles,1998,Dacta,,288,NA,Not specified
Building Plates Set,1998,Dacta,,4,NA,Not specified
